tradeprice_sido_n1,date,region_cd,tradeprice_sido,year,month,building_type,construction_realized_amount,cd,spirit_deposit_rate,exchange_rate,composite_stock_price_index,economy_growth,exchequer_bond_three,household_loan_all,mortgage_all,numberofnosells,unsalenum_c
98.2,2015-05-01,45000,98.3,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,1102.0,265.0
97.3,2015-05-01,26000,97.2,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,163.0,124.0
91.7,2015-05-01,26000,91.2,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,163.0,124.0
93.0,2015-05-01,26000,92.7,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,163.0,124.0
96.6,2015-05-01,42000,96.5,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,238.0,33.0
95.2,2015-05-01,42000,95.0,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,238.0,33.0
96.9,2015-05-01,42000,96.9,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,238.0,33.0
94.0,2015-05-01,42000,93.7,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,238.0,33.0
96.4,2015-05-01,46000,96.4,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
98.9,2015-05-01,46000,98.6,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
95.5,2015-05-01,46000,95.3,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
96.0,2015-05-01,46000,95.9,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
96.6,2015-05-01,29000,95.7,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,3.0,3.0
95.0,2015-05-01,29000,94.8,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,3.0,3.0
97.7,2015-05-01,29000,97.5,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,3.0,3.0
96.2,2015-05-01,29000,95.6,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,3.0,3.0
99.0,2015-05-01,27000,98.0,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
97.1,2015-05-01,27000,96.3,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
98.3,2015-05-01,27000,98.1,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
91.8,2015-05-01,27000,91.6,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
101.9,2015-05-01,44000,101.8,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
97.5,2015-05-01,44000,97.4,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
106.0,2015-05-01,44000,106.0,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
100.3,2015-05-01,44000,100.2,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
99.6,2015-05-01,30000,99.6,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,101.0,78.0
93.0,2015-05-01,50000,92.7,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,43.0,25.0
89.7,2015-05-01,50000,89.4,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,43.0,25.0
89.3,2015-05-01,50000,88.9,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,43.0,25.0
85.6,2015-05-01,50000,85.0,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,43.0,25.0
93.4,2015-05-01,36000,93.3,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
95.2,2015-05-01,36000,95.2,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
95.7,2015-05-01,36000,95.9,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
99.5,2015-05-01,36000,99.3,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,0.0,0.0
98.5,2015-05-01,30000,98.5,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,101.0,78.0
98.3,2015-05-01,30000,98.3,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,101.0,78.0
96.8,2015-05-01,30000,96.7,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,101.0,78.0
98.0,2015-05-01,28000,97.9,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,17.0,17.0
98.6,2015-05-01,28000,98.5,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,17.0,17.0
96.9,2015-05-01,45000,96.9,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,1102.0,265.0
97.4,2015-05-01,31000,97.3,2015,5,7,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,68.0,58.0
99.2,2015-05-01,31000,98.7,2015,5,1,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,68.0,58.0
99.9,2015-05-01,31000,99.6,2015,5,3,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,68.0,58.0
97.7,2015-05-01,45000,97.8,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,1102.0,265.0
98.8,2015-05-01,31000,98.4,2015,5,0,7994348.0,1.8,1.73,1108.0,2114.9,0.4,1.88,768150.8,478301.3,68.0,58.0
97.9,2015-06-01,27000,97.1,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.6,2015-06-01,30000,99.6,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,261.0,0.0
103.1,2015-06-01,43000,103.1,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,457.0,0.0
93.6,2015-06-01,50000,93.0,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,174.0,174.0
86.4,2015-06-01,50000,85.6,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,174.0,174.0
90.1,2015-06-01,50000,89.3,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,174.0,174.0
90.4,2015-06-01,50000,89.7,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,174.0,174.0
98.3,2015-06-01,45000,98.2,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.1,2015-06-01,31000,98.8,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,22.0,0.0
97.8,2015-06-01,45000,97.7,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
96.2,2015-06-01,46000,96.0,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
96.7,2015-06-01,29000,96.2,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,96.0,96.0
97.6,2015-06-01,44000,97.5,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
101.9,2015-06-01,44000,101.9,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
105.9,2015-06-01,44000,106.0,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
92.0,2015-06-01,26000,91.7,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
93.7,2015-06-01,26000,93.6,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
93.3,2015-06-01,26000,93.0,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
98.8,2015-06-01,27000,98.3,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.7,2015-06-01,27000,99.0,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
92.8,2015-06-01,27000,91.8,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
96.8,2015-06-01,30000,96.8,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,261.0,0.0
95.1,2015-06-01,29000,95.0,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,96.0,96.0
97.1,2015-06-01,29000,96.6,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,96.0,96.0
96.8,2015-06-01,28000,96.5,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
96.9,2015-06-01,45000,96.9,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
93.6,2015-06-01,36000,93.4,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
95.2,2015-06-01,36000,95.2,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
95.6,2015-06-01,36000,95.7,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.5,2015-06-01,36000,99.5,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
97.5,2015-06-01,31000,97.4,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,22.0,0.0
98.1,2015-06-01,41000,98.0,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,1426.0,9.0
96.0,2015-06-01,41000,95.7,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,1426.0,9.0
95.1,2015-06-01,41000,94.7,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,1426.0,9.0
97.5,2015-06-01,41000,97.5,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,1426.0,9.0
98.0,2015-06-01,29000,97.7,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,96.0,96.0
97.5,2015-06-01,26000,97.3,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
102.2,2015-06-01,48000,102.1,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
93.1,2015-06-01,11000,92.8,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,120.0,18.0
96.5,2015-06-01,11000,96.3,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,120.0,18.0
90.6,2015-06-01,11000,90.1,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,120.0,18.0
95.7,2015-06-01,11000,95.6,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,120.0,18.0
104.1,2015-06-01,48000,104.0,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
101.4,2015-06-01,48000,101.3,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
100.0,2015-06-01,31000,99.9,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,22.0,0.0
96.5,2015-06-01,48000,96.5,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
97.4,2015-06-01,43000,97.3,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,457.0,0.0
99.5,2015-06-01,31000,99.2,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,22.0,0.0
100.5,2015-06-01,43000,100.4,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,457.0,0.0
95.3,2015-06-01,42000,95.2,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,355.0,320.0
96.7,2015-06-01,42000,96.6,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,355.0,320.0
100.9,2015-06-01,43000,100.9,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,457.0,0.0
98.7,2015-06-01,28000,98.6,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.4,2015-06-01,45000,99.3,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
98.1,2015-06-01,28000,98.0,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
95.6,2015-06-01,28000,95.2,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
107.7,2015-06-01,47000,107.5,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,6.0,6.0
101.5,2015-06-01,47000,101.3,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,6.0,6.0
95.7,2015-06-01,47000,95.4,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,6.0,6.0
101.2,2015-06-01,47000,101.2,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,6.0,6.0
94.1,2015-06-01,42000,94.0,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,355.0,320.0
97.0,2015-06-01,42000,96.9,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,355.0,320.0
100.4,2015-06-01,44000,100.3,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
95.6,2015-06-01,46000,95.5,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
96.7,2015-06-01,46000,96.4,2015,6,7,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
99.0,2015-06-01,46000,98.9,2015,6,3,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,0.0,0.0
98.4,2015-06-01,30000,98.5,2015,6,1,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,261.0,0.0
98.2,2015-06-01,30000,98.3,2015,6,0,9825871.0,1.7,1.65,1124.1,2063.69,0.4,1.77,759947.8,466851.4,261.0,0.0
96.5,2015-07-01,48000,96.5,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
97.6,2015-07-01,31000,97.5,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
101.4,2015-07-01,47000,101.2,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
98.4,2015-07-01,30000,98.4,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,67.0,67.0
101.0,2015-07-01,43000,100.9,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
97.3,2015-07-01,43000,97.4,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
103.3,2015-07-01,43000,103.1,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
87.1,2015-07-01,50000,86.4,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,79.0,61.0
90.6,2015-07-01,50000,90.1,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,79.0,61.0
94.0,2015-07-01,50000,93.6,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,79.0,61.0
90.8,2015-07-01,50000,90.4,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,79.0,61.0
95.6,2015-07-01,41000,95.1,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,174.0,172.0
96.9,2015-07-01,30000,96.8,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,67.0,67.0
98.4,2015-07-01,45000,98.3,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,8.0,8.0
99.3,2015-07-01,45000,99.4,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,8.0,8.0
108.1,2015-07-01,47000,107.7,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
96.0,2015-07-01,47000,95.7,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
101.8,2015-07-01,47000,101.5,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
95.9,2015-07-01,28000,95.6,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,238.0,238.0
93.8,2015-07-01,26000,93.7,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,43.0,0.0
93.4,2015-07-01,26000,93.3,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,43.0,0.0
92.2,2015-07-01,26000,92.0,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,43.0,0.0
97.6,2015-07-01,26000,97.5,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,43.0,0.0
97.8,2015-07-01,45000,97.8,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,8.0,8.0
105.9,2015-07-01,44000,105.9,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,93.0,36.0
97.7,2015-07-01,44000,97.6,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,93.0,36.0
100.5,2015-07-01,44000,100.4,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,93.0,36.0
102.0,2015-07-01,44000,101.9,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,93.0,36.0
98.1,2015-07-01,28000,98.1,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,238.0,238.0
99.7,2015-07-01,30000,99.6,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,67.0,67.0
96.9,2015-07-01,45000,96.9,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,8.0,8.0
99.0,2015-07-01,46000,99.0,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
97.0,2015-07-01,42000,97.0,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,51.0,51.0
95.5,2015-07-01,42000,95.3,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,51.0,51.0
104.2,2015-07-01,48000,104.1,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
98.7,2015-07-01,27000,97.9,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,11.0,1.0
100.5,2015-07-01,27000,99.7,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,11.0,1.0
99.2,2015-07-01,27000,98.8,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,11.0,1.0
96.4,2015-07-01,41000,96.0,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,174.0,172.0
97.6,2015-07-01,41000,97.5,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,174.0,172.0
98.3,2015-07-01,41000,98.1,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,174.0,172.0
96.2,2015-07-01,46000,96.2,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
95.7,2015-07-01,46000,95.6,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
97.0,2015-07-01,29000,96.7,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,3.0,3.0
93.9,2015-07-01,27000,92.8,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,11.0,1.0
97.5,2015-07-01,29000,97.1,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,3.0,3.0
98.1,2015-07-01,29000,98.0,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,3.0,3.0
95.2,2015-07-01,29000,95.1,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,3.0,3.0
93.5,2015-07-01,11000,93.1,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
96.7,2015-07-01,11000,96.5,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
95.8,2015-07-01,11000,95.7,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
91.1,2015-07-01,11000,90.6,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
98.8,2015-07-01,28000,98.7,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,238.0,238.0
97.0,2015-07-01,28000,96.8,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,238.0,238.0
99.3,2015-07-01,31000,99.1,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
99.8,2015-07-01,31000,99.5,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
96.7,2015-07-01,46000,96.7,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
98.2,2015-07-01,30000,98.2,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,67.0,67.0
94.3,2015-07-01,42000,94.1,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,51.0,51.0
96.8,2015-07-01,42000,96.7,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,51.0,51.0
95.5,2015-07-01,36000,95.6,2015,7,1,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
95.2,2015-07-01,36000,95.2,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
99.5,2015-07-01,36000,99.5,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
100.1,2015-07-01,31000,100.0,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
93.7,2015-07-01,36000,93.6,2015,7,7,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
100.6,2015-07-01,43000,100.5,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
102.2,2015-07-01,48000,102.2,2015,7,3,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
101.5,2015-07-01,48000,101.4,2015,7,0,8104049.0,1.65,1.54,1166.3,2058.03,1.2,1.78,763268.2,467666.4,0.0,0.0
97.3,2015-08-01,29000,97.0,2015,8,0,8122683.0,1.64,1.52,1176.3,1952.55,1.2,1.74,773068.4,474340.9,62.0,62.0
96.6,2015-08-01,48000,96.5,2015,8,7,8122683.0,1.64,1.52,1176.3,1952.55,1.2,1.74,773068.4,474340.9,27.0,27.0
101.7,2015-08-01,48000,101.5,2015,8,0,8122683.0,1.64,1.52,1176.3,1952.55,1.2,1.74,773068.4,474340.9,27.0,27.0
104.4,2015-08-01,48000,104.2,2015,8,1,8122683.0,1.64,1.52,1176.3,1952.55,1.2,1.74,773068.4,474340.9,27.0,27.0
